"Serial","Time of Reading - Local","Time of Reading - UTC","forwardActiveEnergy Type","forwardActiveEnergy Value"
7604524236,"2023/07/26 22:00","2023/07/26 20:00","TookReading",6383488
7604524236,"2023/07/26 22:30","2023/07/26 20:30","TookReading",6384945
7604524236,"2023/07/26 23:00","2023/07/26 21:00","TookReading",6385843
7604524236,"2023/07/26 23:30","2023/07/26 21:30","TookReading",6386712
7604524236,"2023/07/27 00:00","2023/07/26 22:00","TookReading",6387559
7604524236,"2023/07/27 00:30","2023/07/26 22:30","TookReading",6388412
7604524236,"2023/07/27 01:00","2023/07/26 23:00","TookReading",6389269
7604524236,"2023/07/27 01:30","2023/07/26 23:30","TookReading",6390150
7604524236,"2023/07/27 02:00","2023/07/27 00:00","TookReading",6391014
7604524236,"2023/07/27 02:30","2023/07/27 00:30","TookReading",6391860
7604524236,"2023/07/27 03:00","2023/07/27 01:00","TookReading",6392717
7604524236,"2023/07/27 03:30","2023/07/27 01:30","TookReading",6393573
7604524236,"2023/07/27 04:00","2023/07/27 02:00","TookReading",6394449
7604524236,"2023/07/27 04:30","2023/07/27 02:30","TookReading",6395228
7604524236,"2023/07/27 05:00","2023/07/27 03:00","TookReading",6395997
7604524236,"2023/07/27 05:30","2023/07/27 03:30","TookReading",6397492
7604524236,"2023/07/27 06:00","2023/07/27 04:00","TookReading",6398190
7604524236,"2023/07/27 06:30","2023/07/27 04:30","TookReading",6398710
7604524236,"2023/07/27 07:00","2023/07/27 05:00","TookReading",6399603
7604524236,"2023/07/27 07:30","2023/07/27 05:30","TookReading",6400468
7604524236,"2023/07/27 08:00","2023/07/27 06:00","TookReading",6400480
7604524236,"2023/07/27 08:30","2023/07/27 06:30","TookReading",6400492
7604524236,"2023/07/27 09:00","2023/07/27 07:00","TookReading",6400805
7604524236,"2023/07/27 09:30","2023/07/27 07:30","TookReading",6402232
7604524236,"2023/07/27 10:00","2023/07/27 08:00","TookReading",6403534
7604524236,"2023/07/27 10:30","2023/07/27 08:30","TookReading",6404420
7604524236,"2023/07/27 11:00","2023/07/27 09:00","TookReading",6405276
7604524236,"2023/07/27 11:30","2023/07/27 09:30","TookReading",6406136
7604524236,"2023/07/27 12:00","2023/07/27 10:00","TookReading",6407017
7604524236,"2023/07/27 12:30","2023/07/27 10:30","TookReading",6407806
7604524236,"2023/07/27 13:00","2023/07/27 11:00","TookReading",6408638
7604524236,"2023/07/27 13:30","2023/07/27 11:30","TookReading",6409401
7604524236,"2023/07/27 14:00","2023/07/27 12:00","TookReading",6410161
7604524236,"2023/07/27 14:30","2023/07/27 12:30","TookReading",6410952
7604524236,"2023/07/27 15:00","2023/07/27 13:00","TookReading",6411833
7604524236,"2023/07/27 15:30","2023/07/27 13:30","TookReading",6411982
7604524236,"2023/07/27 16:00","2023/07/27 14:00","TookReading",6411997
7604524236,"2023/07/27 16:30","2023/07/27 14:30","TookReading",6413686
7604524236,"2023/07/27 17:00","2023/07/27 15:00","TookReading",6414939
7604524236,"2023/07/27 17:30","2023/07/27 15:30","TookReading",6415865
7604524236,"2023/07/27 18:00","2023/07/27 16:00","TookReading",6416767
7604524236,"2023/07/27 18:30","2023/07/27 16:30","TookReading",6417666
7604524236,"2023/07/27 19:00","2023/07/27 17:00","TookReading",6418556
7604524236,"2023/07/27 19:30","2023/07/27 17:30","TookReading",6419489
7604524236,"2023/07/27 20:00","2023/07/27 18:00","TookReading",6420476
7604524236,"2023/07/27 20:30","2023/07/27 18:30","TookReading",6421267
7604524236,"2023/07/27 21:00","2023/07/27 19:00","TookReading",6422133
7604524236,"2023/07/27 21:30","2023/07/27 19:30","TookReading",6423867
7604524236,"2023/07/27 22:00","2023/07/27 20:00","TookReading",6426105
7604524236,"2023/07/27 22:30","2023/07/27 20:30","TookReading",6428613
7604524236,"2023/07/27 23:00","2023/07/27 21:00","TookReading",6431163
7604524236,"2023/07/27 23:30","2023/07/27 21:30","TookReading",6432478
7604524236,"2023/07/28 00:00","2023/07/27 22:00","TookReading",6433354
7604524236,"2023/07/28 00:30","2023/07/27 22:30","TookReading",6434220
7604524236,"2023/07/28 01:00","2023/07/27 23:00","TookReading",6435129
7604524236,"2023/07/28 01:30","2023/07/27 23:30","TookReading",6436020
7604524236,"2023/07/28 02:00","2023/07/28 00:00","TookReading",6436886
7604524236,"2023/07/28 02:30","2023/07/28 00:30","TookReading",6437749
7604524236,"2023/07/28 03:00","2023/07/28 01:00","TookReading",6438626
7604524236,"2023/07/28 03:30","2023/07/28 01:30","TookReading",6439531
7604524236,"2023/07/28 04:00","2023/07/28 02:00","TookReading",6440410
7604524236,"2023/07/28 04:30","2023/07/28 02:30","TookReading",6441170
7604524236,"2023/07/28 05:00","2023/07/28 03:00","TookReading",6441960
7604524236,"2023/07/28 05:30","2023/07/28 03:30","TookReading",6442750
7604524236,"2023/07/28 06:00","2023/07/28 04:00","TookReading",6443559
7604524236,"2023/07/28 06:30","2023/07/28 04:30","TookReading",6444405
7604524236,"2023/07/28 07:00","2023/07/28 05:00","TookReading",6445248
7604524236,"2023/07/28 07:30","2023/07/28 05:30","TookReading",6446092
7604524236,"2023/07/28 08:00","2023/07/28 06:00","TookReading",6446932
7604524236,"2023/07/28 08:30","2023/07/28 06:30","TookReading",6446975
7604524236,"2023/07/28 09:00","2023/07/28 07:00","TookReading",6447020
7604524236,"2023/07/28 09:30","2023/07/28 07:30","TookReading",6447338
7604524236,"2023/07/28 10:00","2023/07/28 08:00","TookReading",6448179
7604524236,"2023/07/28 10:30","2023/07/28 08:30","TookReading",6449019
7604524236,"2023/07/28 11:00","2023/07/28 09:00","TookReading",6450919
7604524236,"2023/07/28 11:30","2023/07/28 09:30","TookReading",6453827
7604524236,"2023/07/28 12:00","2023/07/28 10:00","TookReading",6455117
7604524236,"2023/07/28 12:30","2023/07/28 10:30","TookReading",6455858
7604524236,"2023/07/28 13:00","2023/07/28 11:00","TookReading",6456664
7604524236,"2023/07/28 13:30","2023/07/28 11:30","TookReading",6458748
7604524236,"2023/07/28 14:00","2023/07/28 12:00","TookReading",6459299
7604524236,"2023/07/28 14:30","2023/07/28 12:30","TookReading",6461054
7604524236,"2023/07/28 15:00","2023/07/28 13:00","TookReading",6463366
7604524236,"2023/07/28 15:30","2023/07/28 13:30","TookReading",6463705
7604524236,"2023/07/28 16:00","2023/07/28 14:00","TookReading",6463816
7604524236,"2023/07/28 16:30","2023/07/28 14:30","TookReading",6463933
7604524236,"2023/07/28 17:00","2023/07/28 15:00","TookReading",6464019
7604524236,"2023/07/28 17:30","2023/07/28 15:30","TookReading",6465548
7604524236,"2023/07/28 18:00","2023/07/28 16:00","TookReading",6466796
7604524236,"2023/07/28 18:30","2023/07/28 16:30","TookReading",6468046
7604524236,"2023/07/28 19:00","2023/07/28 17:00","TookReading",6469022
7604524236,"2023/07/28 19:30","2023/07/28 17:30","TookReading",6469939
7604524236,"2023/07/28 20:00","2023/07/28 18:00","TookReading",6470847
7604524236,"2023/07/28 20:30","2023/07/28 18:30","TookReading",6471625
7604524236,"2023/07/28 21:00","2023/07/28 19:00","TookReading",6472493
7604524236,"2023/07/28 21:30","2023/07/28 19:30","TookReading",6474159
7604524236,"2023/07/28 22:00","2023/07/28 20:00","TookReading",6476430
7604524236,"2023/07/28 22:30","2023/07/28 20:30","TookReading",6478951
7604524236,"2023/07/28 23:00","2023/07/28 21:00","TookReading",6481513
7604524236,"2023/07/28 23:30","2023/07/28 21:30","TookReading",6483459
7604524236,"2023/07/29 00:00","2023/07/28 22:00","TookReading",6484332
7604524236,"2023/07/29 00:30","2023/07/28 22:30","TookReading",6485198
7604524236,"2023/07/29 01:00","2023/07/28 23:00","TookReading",6485429
7604524236,"2023/07/29 01:30","2023/07/28 23:30","TookReading",6485474
7604524236,"2023/07/29 02:00","2023/07/29 00:00","TookReading",6485500
7604524236,"2023/07/29 02:30","2023/07/29 00:30","TookReading",6485503
7604524236,"2023/07/29 03:00","2023/07/29 01:00","TookReading",6485507
7604524236,"2023/07/29 03:30","2023/07/29 01:30","TookReading",6485544
7604524236,"2023/07/29 04:00","2023/07/29 02:00","TookReading",6485588
7604524236,"2023/07/29 04:30","2023/07/29 02:30","TookReading",6485592
7604524236,"2023/07/29 05:00","2023/07/29 03:00","TookReading",6485596
7604524236,"2023/07/29 05:30","2023/07/29 03:30","TookReading",6485605
7604524236,"2023/07/29 06:00","2023/07/29 04:00","TookReading",6485650
7604524236,"2023/07/29 06:30","2023/07/29 04:30","TookReading",6485679
7604524236,"2023/07/29 07:00","2023/07/29 05:00","TookReading",6485723
7604524236,"2023/07/29 07:30","2023/07/29 05:30","TookReading",6486257
7604524236,"2023/07/29 08:00","2023/07/29 06:00","TookReading",6487125
7604524236,"2023/07/29 08:30","2023/07/29 06:30","TookReading",6488149
7604524236,"2023/07/29 09:00","2023/07/29 07:00","TookReading",6489683
7604524236,"2023/07/29 09:30","2023/07/29 07:30","TookReading",6490682
7604524236,"2023/07/29 10:00","2023/07/29 08:00","TookReading",6492424
7604524236,"2023/07/29 10:30","2023/07/29 08:30","TookReading",6492451
7604524236,"2023/07/29 11:00","2023/07/29 09:00","TookReading",6492607
7604524236,"2023/07/29 11:30","2023/07/29 09:30","TookReading",6492626
7604524236,"2023/07/29 12:00","2023/07/29 10:00","TookReading",6492630
7604524236,"2023/07/29 12:30","2023/07/29 10:30","TookReading",6492634
7604524236,"2023/07/29 13:00","2023/07/29 11:00","TookReading",6492658
7604524236,"2023/07/29 13:30","2023/07/29 11:30","TookReading",6493019
7604524236,"2023/07/29 14:00","2023/07/29 12:00","TookReading",6493458
7604524236,"2023/07/29 14:30","2023/07/29 12:30","TookReading",6495396
7604524236,"2023/07/29 15:00","2023/07/29 13:00","TookReading",6496318
7604524236,"2023/07/29 15:30","2023/07/29 13:30","TookReading",6497201
7604524236,"2023/07/29 16:00","2023/07/29 14:00","TookReading",6498032
7604524236,"2023/07/29 16:30","2023/07/29 14:30","TookReading",6498835
7604524236,"2023/07/29 17:00","2023/07/29 15:00","TookReading",6498928
7604524236,"2023/07/29 17:30","2023/07/29 15:30","TookReading",6499409
7604524236,"2023/07/29 18:00","2023/07/29 16:00","TookReading",6499929
7604524236,"2023/07/29 18:30","2023/07/29 16:30","TookReading",6500773
7604524236,"2023/07/29 19:00","2023/07/29 17:00","TookReading",6502296
7604524236,"2023/07/29 19:30","2023/07/29 17:30","TookReading",6504620
7604524236,"2023/07/29 20:00","2023/07/29 18:00","TookReading",6506886
7604524236,"2023/07/29 20:30","2023/07/29 18:30","TookReading",6508425
7604524236,"2023/07/29 21:00","2023/07/29 19:00","TookReading",6509609
7604524236,"2023/07/29 21:30","2023/07/29 19:30","TookReading",6511244
7604524236,"2023/07/29 22:00","2023/07/29 20:00","TookReading",6512184
7604524236,"2023/07/29 22:30","2023/07/29 20:30","TookReading",6513107
7604524236,"2023/07/29 23:00","2023/07/29 21:00","TookReading",6513957
7604524236,"2023/07/29 23:30","2023/07/29 21:30","TookReading",6514819
7604524236,"2023/07/30 00:00","2023/07/29 22:00","TookReading",6515710
7604524236,"2023/07/30 00:30","2023/07/29 22:30","TookReading",6516572
7604524236,"2023/07/30 01:00","2023/07/29 23:00","TookReading",6517430
7604524236,"2023/07/30 01:30","2023/07/29 23:30","TookReading",6518289
7604524236,"2023/07/30 02:00","2023/07/30 00:00","TookReading",6519192
7604524236,"2023/07/30 02:30","2023/07/30 00:30","TookReading",6520094
7604524236,"2023/07/30 03:00","2023/07/30 01:00","TookReading",6520957
7604524236,"2023/07/30 03:30","2023/07/30 01:30","TookReading",6521824
7604524236,"2023/07/30 04:00","2023/07/30 02:00","TookReading",6522695
7604524236,"2023/07/30 04:30","2023/07/30 02:30","TookReading",6523601
7604524236,"2023/07/30 05:00","2023/07/30 03:00","TookReading",6524490
7604524236,"2023/07/30 05:30","2023/07/30 03:30","TookReading",6526640
7604524236,"2023/07/30 06:00","2023/07/30 04:00","TookReading",6528049
7604524236,"2023/07/30 06:30","2023/07/30 04:30","TookReading",6528897
7604524236,"2023/07/30 07:00","2023/07/30 05:00","TookReading",6529778
7604524236,"2023/07/30 07:30","2023/07/30 05:30","TookReading",6530655
7604524236,"2023/07/30 08:00","2023/07/30 06:00","TookReading",6531490
7604524236,"2023/07/30 08:30","2023/07/30 06:30","TookReading",6532313
7604524236,"2023/07/30 09:00","2023/07/30 07:00","TookReading",6533141
7604524236,"2023/07/30 09:30","2023/07/30 07:30","TookReading",6534417
7604524236,"2023/07/30 10:00","2023/07/30 08:00","TookReading",6536976
7604524236,"2023/07/30 10:30","2023/07/30 08:30","TookReading",6539148
7604524236,"2023/07/30 11:00","2023/07/30 09:00","TookReading",6540308
7604524236,"2023/07/30 11:30","2023/07/30 09:30","TookReading",6542836
7604524236,"2023/07/30 12:00","2023/07/30 10:00","TookReading",6544737
7604524236,"2023/07/30 12:30","2023/07/30 10:30","TookReading",6545660
7604524236,"2023/07/30 13:00","2023/07/30 11:00","TookReading",6546544
7604524236,"2023/07/30 13:30","2023/07/30 11:30","TookReading",6547425
7604524236,"2023/07/30 14:00","2023/07/30 12:00","TookReading",6549292
7604524236,"2023/07/30 14:30","2023/07/30 12:30","TookReading",6550978
7604524236,"2023/07/30 15:00","2023/07/30 13:00","TookReading",6552609
7604524236,"2023/07/30 15:30","2023/07/30 13:30","TookReading",6553237
7604524236,"2023/07/30 16:00","2023/07/30 14:00","TookReading",6553242
7604524236,"2023/07/30 16:30","2023/07/30 14:30","TookReading",6553882
7604524236,"2023/07/30 17:00","2023/07/30 15:00","TookReading",6554850
7604524236,"2023/07/30 17:30","2023/07/30 15:30","TookReading",6556004
7604524236,"2023/07/30 18:00","2023/07/30 16:00","TookReading",6556899
7604524236,"2023/07/30 18:30","2023/07/30 16:30","TookReading",6557684
7604524236,"2023/07/30 19:00","2023/07/30 17:00","TookReading",6558532
7604524236,"2023/07/30 19:30","2023/07/30 17:30","TookReading",6559387
7604524236,"2023/07/30 20:00","2023/07/30 18:00","TookReading",6560340
7604524236,"2023/07/30 20:30","2023/07/30 18:30","TookReading",6562844
7604524236,"2023/07/30 21:00","2023/07/30 19:00","TookReading",6563963
7604524236,"2023/07/30 21:30","2023/07/30 19:30","TookReading",6564968
7604524236,"2023/07/30 22:00","2023/07/30 20:00","TookReading",6566878
7604524236,"2023/07/30 22:30","2023/07/30 20:30","TookReading",6567806
7604524236,"2023/07/30 23:00","2023/07/30 21:00","TookReading",6568723
7604524236,"2023/07/30 23:30","2023/07/30 21:30","TookReading",6569625
7604524236,"2023/07/31 00:00","2023/07/30 22:00","TookReading",6570511
7604524236,"2023/07/31 00:30","2023/07/30 22:30","TookReading",6571392
7604524236,"2023/07/31 01:00","2023/07/30 23:00","TookReading",6572256
7604524236,"2023/07/31 01:30","2023/07/30 23:30","TookReading",6573120
7604524236,"2023/07/31 02:00","2023/07/31 00:00","TookReading",6574004
7604524236,"2023/07/31 02:30","2023/07/31 00:30","TookReading",6574913
7604524236,"2023/07/31 03:00","2023/07/31 01:00","TookReading",6575799
7604524236,"2023/07/31 03:30","2023/07/31 01:30","TookReading",6576658
7604524236,"2023/07/31 04:00","2023/07/31 02:00","TookReading",6577508
7604524236,"2023/07/31 04:30","2023/07/31 02:30","TookReading",6578359
7604524236,"2023/07/31 05:00","2023/07/31 03:00","TookReading",6579224
7604524236,"2023/07/31 05:30","2023/07/31 03:30","TookReading",6580087
7604524236,"2023/07/31 06:00","2023/07/31 04:00","TookReading",6581656
7604524236,"2023/07/31 06:30","2023/07/31 04:30","TookReading",6582476
7604524236,"2023/07/31 07:00","2023/07/31 05:00","TookReading",6583321
7604524236,"2023/07/31 07:30","2023/07/31 05:30","TookReading",6584186
7604524236,"2023/07/31 08:00","2023/07/31 06:00","TookReading",6585003
7604524236,"2023/07/31 08:30","2023/07/31 06:30","TookReading",6585846
7604524236,"2023/07/31 09:00","2023/07/31 07:00","TookReading",6586706
7604524236,"2023/07/31 09:30","2023/07/31 07:30","TookReading",6588818
7604524236,"2023/07/31 10:00","2023/07/31 08:00","TookReading",6590632
7604524236,"2023/07/31 10:30","2023/07/31 08:30","TookReading",6591496
7604524236,"2023/07/31 11:00","2023/07/31 09:00","TookReading",6593040
7604524236,"2023/07/31 11:30","2023/07/31 09:30","TookReading",6593842
7604524236,"2023/07/31 12:00","2023/07/31 10:00","TookReading",6594625
7604524236,"2023/07/31 12:30","2023/07/31 10:30","TookReading",6595522
7604524236,"2023/07/31 13:00","2023/07/31 11:00","TookReading",6596449
7604524236,"2023/07/31 13:30","2023/07/31 11:30","TookReading",6596854
7604524236,"2023/07/31 14:00","2023/07/31 12:00","TookReading",6596905
7604524236,"2023/07/31 14:30","2023/07/31 12:30","TookReading",6597452
7604524236,"2023/07/31 15:00","2023/07/31 13:00","TookReading",6598366
7604524236,"2023/07/31 15:30","2023/07/31 13:30","TookReading",6599241
7604524236,"2023/07/31 16:00","2023/07/31 14:00","TookReading",6599337
7604524236,"2023/07/31 16:30","2023/07/31 14:30","TookReading",6599409
7604524236,"2023/07/31 17:00","2023/07/31 15:00","TookReading",6599714
7604524236,"2023/07/31 17:30","2023/07/31 15:30","TookReading",6600558
7604524236,"2023/07/31 18:00","2023/07/31 16:00","TookReading",6601435
7604524236,"2023/07/31 18:30","2023/07/31 16:30","TookReading",6601884
7604524236,"2023/07/31 19:00","2023/07/31 17:00","TookReading",6601914
7604524236,"2023/07/31 19:30","2023/07/31 17:30","TookReading",6601914
7604524236,"2023/07/31 20:00","2023/07/31 18:00","TookReading",6602354
7604524236,"2023/07/31 20:30","2023/07/31 18:30","TookReading",6604447
7604524236,"2023/07/31 21:00","2023/07/31 19:00","TookReading",6606000
7604524236,"2023/07/31 21:30","2023/07/31 19:30","TookReading",6608497
7604524236,"2023/07/31 22:00","2023/07/31 20:00","TookReading",6610990
7604524236,"2023/07/31 22:30","2023/07/31 20:30","TookReading",6613430
7604524236,"2023/07/31 23:00","2023/07/31 21:00","TookReading",6615007
7604524236,"2023/07/31 23:30","2023/07/31 21:30","TookReading",6615876
7604524236,"2023/08/01 00:00","2023/07/31 22:00","TookReading",6616717
7604524236,"2023/08/01 00:30","2023/07/31 22:30","TookReading",6617472
7604524236,"2023/08/01 01:00","2023/07/31 23:00","TookReading",6618270
7604524236,"2023/08/01 01:30","2023/07/31 23:30","TookReading",6619095
7604524236,"2023/08/01 02:00","2023/08/01 00:00","TookReading",6619863
7604524236,"2023/08/01 02:30","2023/08/01 00:30","TookReading",6620710
7604524236,"2023/08/01 03:00","2023/08/01 01:00","TookReading",6621573
7604524236,"2023/08/01 03:30","2023/08/01 01:30","TookReading",6622460
7604524236,"2023/08/01 04:00","2023/08/01 02:00","TookReading",6623317
7604524236,"2023/08/01 04:30","2023/08/01 02:30","TookReading",6624142
7604524236,"2023/08/01 05:00","2023/08/01 03:00","TookReading",6624987
7604524236,"2023/08/01 05:30","2023/08/01 03:30","TookReading",6627076
7604524236,"2023/08/01 06:00","2023/08/01 04:00","TookReading",6628162
7604524236,"2023/08/01 06:30","2023/08/01 04:30","TookReading",6628984
7604524236,"2023/08/01 07:00","2023/08/01 05:00","TookReading",6629793
7604524236,"2023/08/01 07:30","2023/08/01 05:30","TookReading",6630624
7604524236,"2023/08/01 08:00","2023/08/01 06:00","TookReading",6631278
7604524236,"2023/08/01 08:30","2023/08/01 06:30","TookReading",6631347
7604524236,"2023/08/01 09:00","2023/08/01 07:00","TookReading",6631758
7604524236,"2023/08/01 09:30","2023/08/01 07:30","TookReading",6633236
7604524236,"2023/08/01 10:00","2023/08/01 08:00","TookReading",6634369
7604524236,"2023/08/01 10:30","2023/08/01 08:30","TookReading",6635161
7604524236,"2023/08/01 11:00","2023/08/01 09:00","TookReading",6636112
7604524236,"2023/08/01 11:30","2023/08/01 09:30","TookReading",6637019
7604524236,"2023/08/01 12:00","2023/08/01 10:00","TookReading",6637921
7604524236,"2023/08/01 12:30","2023/08/01 10:30","TookReading",6638899
7604524236,"2023/08/01 13:00","2023/08/01 11:00","TookReading",6639791
7604524236,"2023/08/01 13:30","2023/08/01 11:30","TookReading",6640666
7604524236,"2023/08/01 14:00","2023/08/01 12:00","TookReading",6641520
7604524236,"2023/08/01 14:30","2023/08/01 12:30","TookReading",6642364
7604524236,"2023/08/01 15:00","2023/08/01 13:00","TookReading",6642906
7604524236,"2023/08/01 15:30","2023/08/01 13:30","TookReading",6642965
7604524236,"2023/08/01 16:00","2023/08/01 14:00","TookReading",6643396
7604524236,"2023/08/01 16:30","2023/08/01 14:30","TookReading",6644191
7604524236,"2023/08/01 17:00","2023/08/01 15:00","TookReading",6645008
7604524236,"2023/08/01 17:30","2023/08/01 15:30","TookReading",6645831
7604524236,"2023/08/01 18:00","2023/08/01 16:00","TookReading",6646679
7604524236,"2023/08/01 18:30","2023/08/01 16:30","TookReading",6647542
7604524236,"2023/08/01 19:00","2023/08/01 17:00","TookReading",6648435
7604524236,"2023/08/01 19:30","2023/08/01 17:30","TookReading",6649316
7604524236,"2023/08/01 20:00","2023/08/01 18:00","TookReading",6650212
7604524236,"2023/08/01 20:30","2023/08/01 18:30","TookReading",6652371
7604524236,"2023/08/01 21:00","2023/08/01 19:00","TookReading",6654910
7604524236,"2023/08/01 21:30","2023/08/01 19:30","TookReading",6657367
7604524236,"2023/08/01 22:00","2023/08/01 20:00","TookReading",6659823
7604524236,"2023/08/01 22:30","2023/08/01 20:30","TookReading",6662031
7604524236,"2023/08/01 23:00","2023/08/01 21:00","TookReading",6662895
7604524236,"2023/08/01 23:30","2023/08/01 21:30","TookReading",6663778
7604524236,"2023/08/02 00:00","2023/08/01 22:00","TookReading",6664640
